input_text	target_text
▁shi po i bon ▁bana ▁askati ▁askati ▁riki ▁akin ▁ewen ▁bana biribí ▁akai	▁shi po i bon ▁bana ▁askati ▁askati ▁riki ▁akin ▁ewen ▁bana biribí ▁akai
▁en ▁maton ▁bana ▁toa yamai ▁iki ▁shipibo	▁en ▁maton ▁bana ▁toa yamai ▁iki ▁shipibo
▁en ▁maton ▁bana ▁ninka t yamai ▁iki ▁sharan	▁en ▁maton ▁bana ▁ninka t yamai ▁iki ▁sharan
▁en ▁maton ▁bana ▁ninkayamai ▁iki ▁shipibo	▁en ▁maton ▁bana ▁ninkayamai ▁iki ▁shipibo
▁atian ▁ha ▁en ka ▁x oi i ▁shipibo	▁atian ▁ha ▁en ka ▁x oi i ▁shipibo
▁atian ▁ha ▁en ka ▁ninkati ▁shipibo	▁atian ▁ha ▁en ka ▁ninkati ▁shipibo
▁atian ▁mi bo	▁atian ▁mi bo
▁atian ▁ea	▁atian ▁ea
▁shipibo	▁shipibo
▁ea ▁kaibo ▁ea ▁kaibo i tian ka ▁ewen ▁kaibo ▁akaka ▁shipibo ▁ninka t yamai	▁ea ▁kaibo ▁ea ▁kaibo i tian ka ▁ewen ▁kaibo ▁akaka ▁shipibo ▁ninka t yamai
▁ea ▁peshtin ▁ea ▁pe sh t ini tian ka ▁ewen ▁peshtin ▁akaka ▁shipibo ▁ninka t yamai	▁ea ▁peshtin ▁ea ▁pe sh t ini tian ka ▁ewen ▁peshtin ▁akaka ▁shipibo ▁ninka t yamai
▁ea ▁pehnebeiti ▁ea ▁pehnebeiti i tian ka ▁ewen ▁pehnebeiti ▁akaka ▁shipibo ▁ninka t yamai	▁ea ▁pehnebeiti ▁ea ▁pehnebeiti i tian ka ▁ewen ▁pehnebeiti ▁akaka ▁shipibo ▁ninka t yamai
▁ea ▁bana ▁ea ▁banai tian ka ▁ewen ▁bana ▁akaka ▁nane ▁ninka t yamai	▁ea ▁bana ▁ea ▁banai tian ka ▁ewen ▁bana ▁akaka ▁nane ▁ninka t yamai
▁mi bo ▁bana ▁mi bo ▁banai tian ka ▁ewen ▁bana ▁akaka ▁shipibo ▁ninka t yamai	▁mi bo ▁bana ▁mi bo ▁banai tian ka ▁ewen ▁bana ▁akaka ▁shipibo ▁ninka t yamai
▁ea ▁bana ▁ea ▁banai t mi an ▁ka ▁ewen ▁bana ▁a k ka ▁shipibo ▁n q in ka yamai	▁ea ▁bana ▁ea ▁banai t mi an ▁ka ▁ewen ▁bana ▁a k ka ▁shipibo ▁n q in ka yamai
▁ninka t yamai ▁ewen ▁d ni ka ▁ewen ▁d ni ka ▁shipibo ▁ninka t yamai	▁ninka t yamai ▁ewen ▁d ni ka ▁ewen ▁d ni ka ▁shipibo ▁ninka t yamai
▁ninka t yamai ▁ewen ▁ainbo ka ▁ewen ▁ainbo ka ▁shipibo ▁ninka t yamai	▁ninka t yamai ▁ewen ▁ainbo ka ▁ewen ▁ainbo ka ▁shipibo ▁ninka t yamai
▁ta ro yamai ▁ewen ▁bana ka ▁ewen ▁bana ka ▁shipibo ▁ta ro yamai	▁ta ro yamai ▁ewen ▁bana ka ▁ewen ▁bana ka ▁shipibo ▁ta ro yamai
▁ninkayamai ▁ewen ▁bana ▁ka ▁ewen ▁bana ▁ka ▁shipibo ▁ninkayamai	▁ninkayamai ▁ewen ▁bana ▁ka ▁ewen ▁bana ▁ka ▁shipibo ▁ninkayamai
▁min oko t ▁hawerano ▁noko ti ▁haweki ▁hawerano ▁noko ti	▁min oko t ▁hawerano ▁noko ti ▁haweki ▁hawerano ▁noko ti
▁min ka ▁hawerano ▁kai ▁haweki ▁hawerano ▁kai	▁min ka ▁hawerano ▁kai ▁haweki ▁hawerano ▁kai
▁atian ▁shipibo ▁akai ▁aho pa ini ▁min ▁ni i	▁atian ▁shipibo ▁akai ▁aho pa ini ▁min ▁ni i
▁atian ▁shipibo ▁akai ▁aho pai ka ▁min ▁kai	▁atian ▁shipibo ▁akai ▁aho pai ka ▁min ▁kai
▁kentsin n ▁atian ▁noa ▁oin ai	▁kentsin n ▁atian ▁noa ▁oin ai
▁shipibon ▁atian ▁noa ▁oin ai	▁shipibon ▁atian ▁noa ▁oin ai
▁banai yamai ▁en ▁banai yamai ▁iki	▁banai yamai ▁en ▁banai yamai ▁iki
▁bena yamai ▁en ▁bena yamai ▁iki	▁bena yamai ▁en ▁bena yamai ▁iki
▁ninkayamai ▁en ▁ninkayamai ▁iki	▁ninkayamai ▁en ▁ninkayamai ▁iki
▁en ▁kenpan ▁kenpan yama resai ▁ikai ▁shipi	▁en ▁kenpan ▁kenpan yama resai ▁ikai ▁shipi
▁en ▁ninka t ▁ninka t yama resai ▁ikai ▁pu c all pa	▁en ▁ninka t ▁ninka t yama resai ▁ikai ▁pu c all pa
▁en ▁ninka ▁ninka yama resai ▁ikai ▁shipi	▁en ▁ninka ▁ninka yama resai ▁ikai ▁shipi
▁en ▁ninkati ▁mia ▁atian ▁ewen ▁ibi ▁akai ▁miaki ▁hawerano ▁kai ▁akin ra ▁mia ▁kai ▁aka	▁en ▁ninkati ▁mia ▁atian ▁ewen ▁ibi ▁akai ▁miaki ▁hawerano ▁kai ▁akin ra ▁mia ▁kai ▁aka
▁en ▁nin me sh kati ▁mia ▁atian ▁ewen ▁hoi ▁akai ▁miaki ▁hawerano ▁me sh kai ▁akin ra ▁mia ▁me sh kai ▁aka	▁en ▁nin me sh kati ▁mia ▁atian ▁ewen ▁hoi ▁akai ▁miaki ▁hawerano ▁me sh kai ▁akin ra ▁mia ▁me sh kai ▁aka
▁en ▁nin kai c ▁mia ▁atian ▁ewen ▁hoi ▁akai ▁miaki ▁hawerano ▁ka c i ▁akin ra ▁mia ▁kai ▁aka	▁en ▁nin kai c ▁mia ▁atian ▁ewen ▁hoi ▁akai ▁miaki ▁hawerano ▁ka c i ▁akin ra ▁mia ▁kai ▁aka
▁ehe ▁haska i ▁kai rí ▁mai ▁iki	▁ehe ▁haska i ▁kai rí ▁mai ▁iki
▁eara ▁iskai ▁akai ▁en	▁eara ▁iskai ▁akai ▁en
▁atian ▁moa ▁noa ▁heta ▁bakebon ▁noa ▁ma wai ▁ea ▁iskai ▁rab in ▁akin ka	▁atian ▁moa ▁noa ▁heta ▁bakebon ▁noa ▁ma wai ▁ea ▁iskai ▁rab in ▁akin ka
▁atian ▁moa ▁noa ▁shipibo ▁manan bon ▁noa ▁ma wai ▁ea ▁iskai ▁rab in ▁akin ka	▁atian ▁moa ▁noa ▁shipibo ▁manan bon ▁noa ▁ma wai ▁ea ▁iskai ▁rab in ▁akin ka
▁atian ▁moa ▁noa ▁shipibo ▁bakebon ▁noa ▁ma wai ▁ea ▁iskai ▁ko sh ki ▁akin ka	▁atian ▁moa ▁noa ▁shipibo ▁bakebon ▁noa ▁ma wai ▁ea ▁iskai ▁ko sh ki ▁akin ka
▁atian ▁moa ▁noa ▁shipibo ▁bakebon ▁noa ▁ma wai ▁ea ▁iskai ▁rab ina kin ▁ka	▁atian ▁moa ▁noa ▁shipibo ▁bakebon ▁noa ▁ma wai ▁ea ▁iskai ▁rab ina kin ▁ka
▁noa t ▁mi c ah ▁akin	▁noa t ▁mi c ah ▁akin
▁noa ▁noa ▁micha ▁akin ▁re re i	▁noa ▁noa ▁micha ▁akin ▁re re i
▁no xa ▁noa ▁micha ▁akin ▁yoiki	▁no xa ▁noa ▁micha ▁akin ▁yoiki
▁haska ▁akin ▁noa i	▁haska ▁akin ▁noa i
▁haska ▁akin ▁yo yo iki	▁haska ▁akin ▁yo yo iki
▁na ▁riki ▁noa ▁ewe ▁wená ▁non ▁noa ▁mia ▁en ▁eah ▁eah ▁eah ▁bana a	▁na ▁riki ▁noa ▁ewe ▁wená ▁non ▁noa ▁mia ▁en ▁eah ▁eah ▁eah ▁bana a
▁ha ▁riki ▁noa ▁pishte ▁wená ▁non ▁noa ▁mia ▁en ▁eah ▁eah ▁eah ▁bana a	▁ha ▁riki ▁noa ▁pishte ▁wená ▁non ▁noa ▁mia ▁en ▁eah ▁eah ▁eah ▁bana a
▁ha ▁riki ▁noa ▁ewe ▁wená ▁non ▁noa ▁mia ▁en ▁eah ▁eah ▁eah ▁ke ena a	▁ha ▁riki ▁noa ▁ewe ▁wená ▁non ▁noa ▁mia ▁en ▁eah ▁eah ▁eah ▁ke ena a
▁ha ▁riki ▁noa ▁ewe ▁wená ▁abo ▁noa ▁mia ▁en ▁eah ▁eah ▁eah ▁bana a	▁ha ▁riki ▁noa ▁ewe ▁wená ▁abo ▁noa ▁mia ▁en ▁eah ▁eah ▁eah ▁bana a
▁ha ▁riki ▁eah bo ▁ewe ▁wená ▁non ▁eah bo ▁mia ▁en ▁eah ▁eah ▁eah ▁bana a	▁ha ▁riki ▁eah bo ▁ewe ▁wená ▁non ▁eah bo ▁mia ▁en ▁eah ▁eah ▁eah ▁bana a
▁ha ▁riki ▁noa ▁ewe ▁w o an ton á ▁non ▁noa ▁mia ▁o an ton ▁eah ▁eah ▁eah ▁bana a	▁ha ▁riki ▁noa ▁ewe ▁w o an ton á ▁non ▁noa ▁mia ▁o an ton ▁eah ▁eah ▁eah ▁bana a
▁ha ▁riki ▁noa ▁ewe ▁wená ▁non ▁noa ▁mia ▁en ▁mi bo ▁mi bo ▁mi bo ▁bana a	▁ha ▁riki ▁noa ▁ewe ▁wená ▁non ▁noa ▁mia ▁en ▁mi bo ▁mi bo ▁mi bo ▁bana a
▁ha ▁riki ▁noa ▁ewe ▁wen a ▁non ▁noa ▁mia ▁en ▁eah ▁eah ▁eah ▁ban va	▁ha ▁riki ▁noa ▁ewe ▁wen a ▁non ▁noa ▁mia ▁en ▁eah ▁eah ▁eah ▁ban va
▁eah ▁imai ▁ikai ▁eah ▁imai ▁iki ▁motosierra ▁eah ▁imai ▁iki ▁motoro ▁eah ▁imai ▁iki ▁ma ▁neno ▁ewehon ▁na ▁na ▁nakesa ▁a k tika ▁nakesa ▁a k ti ▁tapoa ti ▁ni ▁eweti	▁eah ▁imai ▁ikai ▁eah ▁imai ▁iki ▁motosierra ▁eah ▁imai ▁iki ▁motoro ▁eah ▁imai ▁iki ▁ma ▁neno ▁ewehon ▁na ▁na ▁nakesa ▁a k tika ▁nakesa ▁a k ti ▁tapoa ti ▁ni ▁eweti
▁eah ▁yoyoi k ▁ikai ▁eah ▁yoyoi k ▁iki ▁motosierra ▁eah ▁yoyoi k ▁iki ▁motoro ▁eah ▁yoyoi k ▁iki ▁ma ▁neno ▁ewehon ▁na ▁na ▁nakesa ▁a k tika ▁nakesa ▁a k ti ▁tapoa ti ▁ni ▁eweti	▁eah ▁yoyoi k ▁ikai ▁eah ▁yoyoi k ▁iki ▁motosierra ▁eah ▁yoyoi k ▁iki ▁motoro ▁eah ▁yoyoi k ▁iki ▁ma ▁neno ▁ewehon ▁na ▁na ▁nakesa ▁a k tika ▁nakesa ▁a k ti ▁tapoa ti ▁ni ▁eweti
▁eah ▁heriheri ▁ikai ▁eah ▁heriheri ▁iki ▁ten ton ▁eah ▁heriheri ▁iki ▁motoro ▁eah ▁heriheri ▁iki ▁ma ▁neno ▁ewehon ▁na ▁na ▁nakesa ▁a k tika ▁nakesa ▁a k ti ▁tapoa ti ▁ni ▁eweti	▁eah ▁heriheri ▁ikai ▁eah ▁heriheri ▁iki ▁ten ton ▁eah ▁heriheri ▁iki ▁motoro ▁eah ▁heriheri ▁iki ▁ma ▁neno ▁ewehon ▁na ▁na ▁nakesa ▁a k tika ▁nakesa ▁a k ti ▁tapoa ti ▁ni ▁eweti
▁eah ▁s ene ▁ikai ▁eah ▁s ene ▁iki ▁motosierra ▁eah ▁s ene ▁iki ▁motoro ▁eah ▁s ene ▁iki ▁ma ▁neno ▁ewehon ▁na ▁na ▁nakesa ▁a k tika ▁nakesa ▁a k ti ▁tapoa ti ▁ni ▁eweti	▁eah ▁s ene ▁ikai ▁eah ▁s ene ▁iki ▁motosierra ▁eah ▁s ene ▁iki ▁motoro ▁eah ▁s ene ▁iki ▁ma ▁neno ▁ewehon ▁na ▁na ▁nakesa ▁a k tika ▁nakesa ▁a k ti ▁tapoa ti ▁ni ▁eweti
▁eah ▁heriheri ▁ikai ▁eah ▁heriheri ▁iki ▁motosierra ▁eah ▁heriheri ▁iki ▁wishtininti ▁eah ▁heriheri ▁iki ▁ma ▁neno ▁ewehon ▁na ▁na ▁nakesa ▁a k tika ▁nakesa ▁a k ti ▁tapoa ti ▁ni ▁eweti	▁eah ▁heriheri ▁ikai ▁eah ▁heriheri ▁iki ▁motosierra ▁eah ▁heriheri ▁iki ▁wishtininti ▁eah ▁heriheri ▁iki ▁ma ▁neno ▁ewehon ▁na ▁na ▁nakesa ▁a k tika ▁nakesa ▁a k ti ▁tapoa ti ▁ni ▁eweti
▁eah ▁heriheri ▁ikai ▁eah ▁heriheri ▁iki ▁motosierra ▁eah ▁heriheri ▁iki ▁motoro ▁eah ▁heriheri ▁iki ▁ma ▁neno ▁ewehon ▁a ▁a ▁akesa ▁a k tika ▁akesa ▁a k ti ▁tapoa ti ▁ni ▁eweti	▁eah ▁heriheri ▁ikai ▁eah ▁heriheri ▁iki ▁motosierra ▁eah ▁heriheri ▁iki ▁motoro ▁eah ▁heriheri ▁iki ▁ma ▁neno ▁ewehon ▁a ▁a ▁akesa ▁a k tika ▁akesa ▁a k ti ▁tapoa ti ▁ni ▁eweti
▁eah ▁heriheri ▁ikai ▁eah ▁heriheri ▁iki ▁motosierra ▁eah ▁heriheri ▁iki ▁motoro ▁eah ▁heriheri ▁iki ▁ma ▁neno ▁ewehon ▁ha ▁ha ▁ha kesa ▁a k tika ▁ha kesa ▁a k ti ▁tapoa ti ▁ni ▁eweti	▁eah ▁heriheri ▁ikai ▁eah ▁heriheri ▁iki ▁motosierra ▁eah ▁heriheri ▁iki ▁motoro ▁eah ▁heriheri ▁iki ▁ma ▁neno ▁ewehon ▁ha ▁ha ▁ha kesa ▁a k tika ▁ha kesa ▁a k ti ▁tapoa ti ▁ni ▁eweti
▁eah ▁heriheri ▁ikai ▁eah ▁heriheri ▁iki ▁motosierra ▁eah ▁heriheri ▁iki ▁motoro ▁eah ▁heriheri ▁iki ▁ma ▁neno ▁ewehon ▁ha ▁ha ▁ha kesa ▁a k tika ▁ha kesa ▁a k ti ▁tapoa ti ▁ni ▁eweti	▁eah ▁heriheri ▁ikai ▁eah ▁heriheri ▁iki ▁motosierra ▁eah ▁heriheri ▁iki ▁motoro ▁eah ▁heriheri ▁iki ▁ma ▁neno ▁ewehon ▁ha ▁ha ▁ha kesa ▁a k tika ▁ha kesa ▁a k ti ▁tapoa ti ▁ni ▁eweti
▁eah ▁heriheri ▁ikai ▁eah ▁heriheri ▁iki ▁motosierra ▁eah ▁heriheri ▁iki ▁motoro ▁eah ▁heriheri ▁iki ▁ma ▁neno ▁ewehon ▁na ▁na ▁nakesa ▁a k tika ▁nakesa ▁a k ti ▁yoa ▁ni ▁eweti	▁eah ▁heriheri ▁ikai ▁eah ▁heriheri ▁iki ▁motosierra ▁eah ▁heriheri ▁iki ▁motoro ▁eah ▁heriheri ▁iki ▁ma ▁neno ▁ewehon ▁na ▁na ▁nakesa ▁a k tika ▁nakesa ▁a k ti ▁yoa ▁ni ▁eweti
▁eah bo ▁heriheri ▁ikai ▁eah bo ▁heriheri ▁iki ▁motosierra ▁eah bo ▁heriheri ▁iki ▁motoro ▁eah bo ▁heriheri ▁iki ▁ma ▁neno ▁ewehon ▁na ▁na ▁nakesa ▁a k tika ▁nakesa ▁a k ti ▁tapoa ti ▁ni ▁eweti	▁eah bo ▁heriheri ▁ikai ▁eah bo ▁heriheri ▁iki ▁motosierra ▁eah bo ▁heriheri ▁iki ▁motoro ▁eah bo ▁heriheri ▁iki ▁ma ▁neno ▁ewehon ▁na ▁na ▁nakesa ▁a k tika ▁nakesa ▁a k ti ▁tapoa ti ▁ni ▁eweti
▁eah bo ▁heriheri ▁ikai ▁eah bo ▁heriheri ▁iki ▁motosierra ▁eah bo ▁heriheri ▁iki ▁motoro ▁eah bo ▁heriheri ▁iki ▁ma ▁neno ▁ewehon ▁na ▁na ▁nakesa ▁a k tika ▁nakesa ▁a k ti ▁tapoa ti ▁ni ▁eweti	▁eah bo ▁heriheri ▁ikai ▁eah bo ▁heriheri ▁iki ▁motosierra ▁eah bo ▁heriheri ▁iki ▁motoro ▁eah bo ▁heriheri ▁iki ▁ma ▁neno ▁ewehon ▁na ▁na ▁nakesa ▁a k tika ▁nakesa ▁a k ti ▁tapoa ti ▁ni ▁eweti
▁eah ▁heriheri ▁ikai ▁eah ▁heriheri ▁iki ▁motosierra ▁eah ▁heriheri ▁iki ▁motoro ▁eah ▁heriheri ▁iki ▁ma ▁neno ▁ewehon ▁na ▁na ▁nakesa ▁a k tika ▁nakesa ▁a k ti ▁tapoa ti ▁ni ▁eweti	▁eah ▁heriheri ▁ikai ▁eah ▁heriheri ▁iki ▁motosierra ▁eah ▁heriheri ▁iki ▁motoro ▁eah ▁heriheri ▁iki ▁ma ▁neno ▁ewehon ▁na ▁na ▁nakesa ▁a k tika ▁nakesa ▁a k ti ▁tapoa ti ▁ni ▁eweti
▁eah ▁heriheri ▁ikai p ▁eah ▁heriheri ▁u iki ▁motosierra ▁eah ▁heriheri ▁iki ▁motoro ▁eah ▁heriheri ▁iki ▁ma ▁en o ▁ee hon ▁na ▁na ▁na ke ás ▁ á tika ▁na ke sá ▁ati ▁tap p oa ti ▁ni ▁eweti	▁eah ▁heriheri ▁ikai p ▁eah ▁heriheri ▁u iki ▁motosierra ▁eah ▁heriheri ▁iki ▁motoro ▁eah ▁heriheri ▁iki ▁ma ▁en o ▁ee hon ▁na ▁na ▁na ke ás ▁ á tika ▁na ke sá ▁ati ▁tap p oa ti ▁ni ▁eweti
▁ain ▁eweti ▁ain ▁ho ti	▁ain ▁eweti ▁ain ▁ho ti
▁ain ▁eweti ▁ain q ▁oha ti	▁ain ▁eweti ▁ain q ▁oha ti
▁hain ▁no ▁e sti	▁hain ▁no ▁e sti
▁hain ▁no ▁oha ti	▁hain ▁no ▁oha ti
▁atian ▁en ▁shinanai ▁ha	▁atian ▁en ▁shinanai ▁ha
▁atian ▁en ▁shinanai ▁nato	▁atian ▁en ▁shinanai ▁nato
▁atian ▁non ▁shinan ▁shinanai ▁ewen ▁so bi ▁ewen ▁inan ▁bake betan ▁basi ke ▁eah ▁eah ▁basi ke	▁atian ▁non ▁shinan ▁shinanai ▁ewen ▁so bi ▁ewen ▁inan ▁bake betan ▁basi ke ▁eah ▁eah ▁basi ke
▁atian ▁non ▁shinan ▁shinan ia ▁e w n ▁s oi b ▁ewen ▁inan ▁bake betan ▁yoyoi ke ▁eah ▁eah	▁atian ▁non ▁shinan ▁shinan ia ▁e w n ▁s oi b ▁ewen ▁inan ▁bake betan ▁yoyoi ke ▁eah ▁eah
▁hain ▁nara bé ▁maro ka ▁a k ti ▁ain ▁to ris to bo ▁noko ti	▁hain ▁nara bé ▁maro ka ▁a k ti ▁ain ▁to ris to bo ▁noko ti
▁hain ▁westiora ▁pro f es o r ▁a k ti ▁ain ▁to ris to bo ▁noko ti	▁hain ▁westiora ▁pro f es o r ▁a k ti ▁ain ▁to ris to bo ▁noko ti
▁hai ▁westiora ▁maro ka ▁ati ▁ain ▁ori s to bo ▁noko ti	▁hai ▁westiora ▁maro ka ▁ati ▁ain ▁ori s to bo ▁noko ti
▁to ris to bo ▁ain ▁noa ▁oini ▁ikah ▁no ▁oini ▁ika ▁ne yame ti ▁ne yame ti ▁a k hon kasi ▁a k hon kasi ▁noa	▁to ris to bo ▁ain ▁noa ▁oini ▁ikah ▁no ▁oini ▁ika ▁ne yame ti ▁ne yame ti ▁a k hon kasi ▁a k hon kasi ▁noa
▁to ris to bo ▁ain ▁na o ▁g o ini ▁ikah ▁no ▁oini ka ▁ó hati ▁ó hati r ▁ah ón ▁kai ▁ah ón ▁ka si ▁noa	▁to ris to bo ▁ain ▁na o ▁g o ini ▁ikah ▁no ▁oini ka ▁ó hati ▁ó hati r ▁ah ón ▁kai ▁ah ón ▁ka si ▁noa
▁aska ▁askarabo ▁riki ▁ewen ▁ma aka ▁nokon ▁inan ▁bake betan	▁aska ▁askarabo ▁riki ▁ewen ▁ma aka ▁nokon ▁inan ▁bake betan
▁aska ▁askarabo ▁riki ▁ewen ▁shinan ka ▁nokon ▁wan oma betan	▁aska ▁askarabo ▁riki ▁ewen ▁shinan ka ▁nokon ▁wan oma betan
▁aska ▁askarabo ▁riki ▁ewen ▁shinan ka ▁noko ▁inan bake betan	▁aska ▁askarabo ▁riki ▁ewen ▁shinan ka ▁noko ▁inan bake betan
▁noa ▁shinan kati ▁ma ▁agente ▁nokon ▁isko bi ▁agente ▁i k mai ▁ni wan ▁i k mai	▁noa ▁shinan kati ▁ma ▁agente ▁nokon ▁isko bi ▁agente ▁i k mai ▁ni wan ▁i k mai
▁noa ▁shinan kati ▁ma ▁agente ▁nokon ▁í sko bi ▁agente ▁imai ▁teni ente ▁imai	▁noa ▁shinan kati ▁ma ▁agente ▁nokon ▁í sko bi ▁agente ▁imai ▁teni ente ▁imai
▁aska ▁a k honka ▁moa ▁non ▁askarabo ▁akasi ▁ma ▁ha ▁ma ▁ewe pari rai ▁non	▁aska ▁a k honka ▁moa ▁non ▁askarabo ▁akasi ▁ma ▁ha ▁ma ▁ewe pari rai ▁non
▁aska ▁a k honka ▁moa ▁non ▁askarabo ▁akasi ▁ma ▁ha ▁ma ▁re bo pari rai ▁non	▁aska ▁a k honka ▁moa ▁non ▁askarabo ▁akasi ▁ma ▁ha ▁ma ▁re bo pari rai ▁non
▁aska ▁a k honka ▁moa ▁abo ▁askarabo ▁akasi ▁ma ▁ha ▁ma ▁ewe pari rai ▁abo	▁aska ▁a k honka ▁moa ▁abo ▁askarabo ▁akasi ▁ma ▁ha ▁ma ▁ewe pari rai ▁abo
▁aska ▁ahonka ▁moa ▁non ▁askarabo ▁akasi ▁ma ▁ha ▁ma ▁ewe pari rai ▁non	▁aska ▁ahonka ▁moa ▁non ▁askarabo ▁akasi ▁ma ▁ha ▁ma ▁ewe pari rai ▁non
▁non ▁wino ▁bakebo ▁koshi ▁ika tibi	▁non ▁wino ▁bakebo ▁koshi ▁ika tibi
▁non ▁isko ▁bakebo ▁bakish ▁ika tibi	▁non ▁isko ▁bakebo ▁bakish ▁ika tibi
▁non ▁iskobakebo ▁koshi ▁ika tibi	▁non ▁iskobakebo ▁koshi ▁ika tibi
▁i k so bo ▁noa ▁ts n iki pari	▁i k so bo ▁noa ▁ts n iki pari
▁is con ah ua ▁koshi ▁ikatiai	▁is con ah ua ▁koshi ▁ikatiai
▁ti s mo ▁koshi ▁ikatiai	▁ti s mo ▁koshi ▁ikatiai
▁y ▁cu ando ▁se ▁ma toa ▁sa cha va ca	▁y ▁cu ando ▁se ▁ma toa ▁sa cha va ca
▁o ▁hu an gana	▁o ▁hu an gana
▁s an ▁mi gu el ▁retea ▁bewá hima	▁s an ▁mi gu el ▁retea ▁bewá hima
▁yawa ▁retea ▁bewá hima	▁yawa ▁retea ▁bewá hima
▁bewá ma	▁bewá ma
▁cu ando ▁ma tan ▁u an gana	▁cu ando ▁ma tan ▁u an gana
▁noa ribira ▁iti ▁atipan ka ▁noa	▁noa ribira ▁iti ▁atipan ka ▁noa
▁nato bira ▁non ▁onana	▁nato bira ▁non ▁onana
▁habira ▁non ▁onana	▁habira ▁non ▁onana
▁shipibo ▁ikai ▁ninka tai	▁shipibo ▁ikai ▁ninka tai
▁on na ▁onan ama ▁ka ▁iki	▁on na ▁onan ama ▁ka ▁iki
▁no bi ▁sebi ai	▁no bi ▁sebi ai
▁no bi ▁pikotai	▁no bi ▁pikotai
▁non bi ▁pikotai	▁non bi ▁pikotai
▁non bi ▁pikotai ▁xo xo ka ▁ka ▁i k ti ▁bewá n ohon	▁non bi ▁pikotai ▁xo xo ka ▁ka ▁i k ti ▁bewá n ohon
▁non bi ▁pikotai ▁hakon ho wa ▁ho wa ▁i k ti ▁bewá n ohon	▁non bi ▁pikotai ▁hakon ho wa ▁ho wa ▁i k ti ▁bewá n ohon
▁non bi ▁pikotai ▁hakon ka ▁ka ▁iti ▁be ban ohon	▁non bi ▁pikotai ▁hakon ka ▁ka ▁iti ▁be ban ohon
▁ka a ▁i k ti ▁beba hon ti ▁yowe ya ▁ka a ▁i k ti ▁noa ▁hoho mi ska	▁ka a ▁i k ti ▁beba hon ti ▁yowe ya ▁ka a ▁i k ti ▁noa ▁hoho mi ska
▁ka a ▁i k ti ▁beba hon ti ▁oni ▁ka a ▁i k ti ▁noa ▁x oi mi ska	▁ka a ▁i k ti ▁beba hon ti ▁oni ▁ka a ▁i k ti ▁noa ▁x oi mi ska
▁ka ▁iti ▁beba hon ti ▁oni ▁kai ▁ti ▁noa ▁hoho mi ska	▁ka ▁iti ▁beba hon ti ▁oni ▁kai ▁ti ▁noa ▁hoho mi ska
▁ha ▁hoho mis k ha ▁iki	▁ha ▁hoho mis k ha ▁iki
▁a ▁pake mi ska ▁iki	▁a ▁pake mi ska ▁iki
▁a ▁hoho mi ska ▁iki	▁a ▁hoho mi ska ▁iki
▁hoh oa maka ▁beba tika ▁yoyai ▁hoh oa ma	▁hoh oa maka ▁beba tika ▁yoyai ▁hoh oa ma
▁beba tika	▁beba tika
▁non ▁ka ▁iki ▁hoho	▁non ▁ka ▁iki ▁hoho
▁be bai s ma ▁iki ▁ikon ▁ikama ▁ikama ▁tsaon resai ▁kai tian	▁be bai s ma ▁iki ▁ikon ▁ikama ▁ikama ▁tsaon resai ▁kai tian
▁be bai s ma ▁iki ▁ikon ▁ikama ▁ikama ▁winiresai ▁kehayamai tian	▁be bai s ma ▁iki ▁ikon ▁ikama ▁ikama ▁winiresai ▁kehayamai tian
▁be bai s ma ▁iki ▁ikon ▁ikama ▁ikama ▁winiresai t ▁kai tian	▁be bai s ma ▁iki ▁ikon ▁ikama ▁ikama ▁winiresai t ▁kai tian
▁teke resai ▁teke resai	▁teke resai ▁teke resai
▁w in ri es ai ▁winiresai	▁w in ri es ai ▁winiresai
▁winiresai	▁winiresai
▁ah ▁dice ▁que ▁no ▁que ▁no ▁ha ▁t c an tan do ▁sin w o ▁ha ▁l l ora do ▁nomás	▁ah ▁dice ▁que ▁no ▁que ▁no ▁ha ▁t c an tan do ▁sin w o ▁ha ▁l l ora do ▁nomás
▁l l ora ▁dice	▁l l ora ▁dice
▁fiesta ▁re bo ▁wewa mi si ▁ikon	▁fiesta ▁re bo ▁wewa mi si ▁ikon
▁fiesta	▁fiesta
▁fiesta ka	▁fiesta ka
▁peshtin an an ▁oma ka ▁bewá tiki	▁peshtin an an ▁oma ka ▁bewá tiki
▁pae an an ▁oma ka ▁dice tiki	▁pae an an ▁oma ka ▁dice tiki
▁pae an ▁oma ka ▁bewá tiki	▁pae an ▁oma ka ▁bewá tiki
▁oma ▁aka ▁heta mis ▁areska ▁heta mis	▁oma ▁aka ▁heta mis ▁areska ▁heta mis
▁o m ha ▁ha k ha ▁rewinmis ▁ha res k ha ▁rewinmis	▁o m ha ▁ha k ha ▁rewinmis ▁ha res k ha ▁rewinmis
▁oma ▁aka ▁rewinmis ▁areska ▁rewinmis	▁oma ▁aka ▁rewinmis ▁areska ▁rewinmis
▁ainka ▁rew ini	▁ainka ▁rew ini
▁bewá ▁i k ▁rewinmis	▁bewá ▁i k ▁rewinmis
▁no ▁bo ▁iki bake ▁ono ▁choron ▁choron ▁maya ▁maya ▁ake tani	▁no ▁bo ▁iki bake ▁ono ▁choron ▁choron ▁maya ▁maya ▁ake tani
▁s n oa ▁iba e k ▁ono ▁choron ▁choron ▁maya ▁maya ▁ake tani	▁s n oa ▁iba e k ▁ono ▁choron ▁choron ▁maya ▁maya ▁ake tani
